new_upper_mass,new_lower_mass,new_gear,new_upper_joint_range_min,new_upper_joint_range_max,new_lower_joint_range_min,new_lower_joint_range_max,random_num_upper_legs,random_num_lower_legs,fitness_score
3.0540392103421596,9.990023036823693,256.61044233496875,-15,0,-30,0,1,1,1.1406563929935682
2.447884290974423,7.616431964286595,107.16368245077257,-25,0,-25,0,3,4,1.432476867271581
3.8507719290217057,9.660164433260237,102.11790308677611,-15,0,-15,0,1,2,1.9979614380612865
2.7630006830911737,4.558019918660731,211.18156011006502,-20,0,-25,0,3,4,0.9201208072783296
4.495998732899381,2.193796490766333,130.65939204186677,-30,0,-15,0,3,4,1.1363296938728586
3.2294772958438513,5.791023176294923,180.31278844372792,-15,0,-25,0,1,4,3.0559409032157347
2.6330877962142556,3.622683363627481,120.04011806469472,-20,0,-15,0,2,3,1.2723261799563395
3.50179385085297,5.528512484745468,192.68939425345135,-25,0,-30,0,3,3,1.2000343756484089
4.633114391713493,2.7072570614071934,197.0465754519243,-20,0,-25,0,1,4,2.359027405996055
4.179347145065954,2.8385788168410757,260.2844063318996,-25,0,-25,0,2,4,1.4752005053918578
1.0525610414471624,4.683690854258485,180.44360902876673,-15,0,-20,0,1,1,1.108749279691669
4.184686163894076,3.58822177895086,204.30702302485986,-15,0,-20,0,1,3,1.8147363630691131
1.6141569377644056,5.697795166988413,161.89881307510728,-30,0,-15,0,3,3,0.83113353919006
2.5381095790726724,4.837261591195418,149.41141839410145,-20,0,-25,0,2,3,1.715405641768352
1.8215479240099324,5.2631577338392495,111.91247639439771,-20,0,-15,0,4,3,0.5949677328106884
4.843306991759315,6.605677244942202,184.29929944743915,-30,0,-20,0,1,2,2.092229018290464
3.578303974449314,3.4990670841804814,298.145715012149,-20,0,-25,0,2,3,1.1940597308251308
4.940392481339092,6.167476698580406,232.42484040563238,-20,0,-15,0,4,3,1.248386713653053
2.496000166011892,5.277582227409402,163.83484389744865,-30,0,-30,0,2,1,1.2011765050194485
3.005573352975126,4.981129333487075,187.48108341475958,-20,0,-20,0,2,4,1.5403454942024417
2.882944434728003,3.165352503143092,194.43070717207905,-15,0,-20,0,4,4,0.8862543698107229
3.0930220652498455,9.25457701487982,248.8933152160949,-25,0,-15,0,2,2,0.8944239252700948
4.092160350710122,5.361397077061496,203.18908677907325,-25,0,-25,0,2,2,1.6622428382876622
4.1370156987783036,3.3848029244084192,259.7871248861701,-15,0,-25,0,4,3,0.45451634069485114
2.437334619107205,3.9350182386273924,199.72146072649207,-20,0,-20,0,4,4,0.8779086522617524
3.5424081049473672,9.318806044483779,180.39881738572956,-15,0,-15,0,3,2,0.8512860998610917
1.8271869175825777,4.629017556508332,177.16804115095593,-25,0,-25,0,4,3,2.287719399922224
1.049084932410981,8.130450876968574,238.96761034373856,-25,0,-30,0,4,3,1.0521692454426383
3.894100075975216,1.3988073459292605,132.64248631655784,-20,0,-25,0,3,4,2.852378399872061
3.87417829076258,3.3189473524503788,227.26812931822758,-20,0,-20,0,4,3,0.9094850355321286
1.762500512189582,4.529156953352534,161.38308957518726,-15,0,-25,0,2,1,1.3426801585476194
1.694809987923696,3.887987671736038,276.50218324010393,-25,0,-30,0,1,4,2.035257768650915
2.5910691794736023,6.962553812804796,176.24175344887078,-30,0,-15,0,4,3,1.2874214090643097
3.7545646171400144,1.000939330681193,207.4162430195104,-25,0,-15,0,4,3,1.2058461363035438
2.3794423420443356,8.576953799729363,248.0176336438835,-20,0,-30,0,4,3,1.3237735049320096
3.727918188061004,3.1373813746624326,109.61438672000969,-25,0,-25,0,4,3,1.1408821634981337
2.607017177621239,1.7920977275060104,127.84497173313937,-25,0,-20,0,3,3,0.7765439649495502
4.290358510439891,1.873783833250492,102.82751768718612,-25,0,-30,0,4,4,2.5661497575157823
3.935197413407973,2.4855276636384493,156.00626958199948,-30,0,-30,0,3,2,0.7511062381661894
4.063258879503435,9.882964346590867,280.2628913967925,-15,0,-20,0,2,2,0.9269743408366117
2.8067793496441076,5.0488681545381615,234.44927746707845,-20,0,-30,0,1,3,1.650787006876562
3.0108095492351614,9.725435955544901,216.4499211856812,-30,0,-15,0,2,4,1.956702822492817
2.101972684231162,1.5876905626657272,270.0589047847808,-20,0,-20,0,3,3,0.8782886655499219
1.7420059789571245,5.374737873161179,109.67121198471408,-25,0,-30,0,4,4,1.241947411980859
4.619686927012809,6.771840803781806,298.6385739660507,-30,0,-20,0,2,4,1.3369132027781847
4.29554830832319,1.3944635660711586,272.12080442388685,-20,0,-15,0,3,3,1.078526160862132
3.675619927386993,8.515346459671225,263.71207336565254,-20,0,-20,0,4,4,1.075751217692907
2.1275910767443875,7.905770717197325,253.97807385008315,-20,0,-15,0,1,2,1.9106649509979023
3.386079633698932,2.440906590097155,202.5920577616134,-15,0,-15,0,4,3,0.5718952179115698
4.698938728091132,6.479999196620532,274.78992200046287,-15,0,-30,0,4,4,1.1724107893987947
4.426841198686175,1.7352110595884054,154.21153289523136,-20,0,-20,0,2,1,1.2451858037625556
1.2698599063346876,1.276855325915347,213.42719632645202,-15,0,-30,0,1,3,1.6809072337232605
1.754627549805777,8.017996661636625,200.0517568949228,-25,0,-20,0,3,4,1.4688639642996693
3.276332731030787,3.440189968228923,111.11302435650146,-20,0,-15,0,3,2,1.2657640456904826
3.9831872611083536,9.969200231285837,222.10578924995838,-25,0,-25,0,4,4,1.9236502778629934
3.8480342367584353,8.890701185466087,104.44197106632996,-20,0,-30,0,3,2,1.2015147604989442
4.713515304471295,6.1302550797657425,290.6655386558713,-15,0,-20,0,2,4,1.5161796844280326
3.151789661192664,5.145456198770384,218.51281994997902,-20,0,-20,0,2,3,1.3168756091673657
3.7946253388282805,5.97588297873452,137.47133530071596,-30,0,-30,0,4,3,1.152858714915445
1.5395638855797,6.819492988307582,232.6938313722952,-15,0,-20,0,4,3,1.4565711986982774
1.3989965865388858,6.748218642118926,188.17336719496384,-30,0,-25,0,1,4,2.1340187772588517
4.140242695492232,2.5857471950901623,277.14583615820334,-30,0,-20,0,1,0,1.3006100136875747
1.669121235257772,8.585144515367492,193.46849379965613,-15,0,-25,0,4,3,1.3143458866742384
2.4771316100199288,7.0973412591045255,128.15490404951348,-20,0,-25,0,3,3,1.9086765165499928
2.2450936951035154,4.833340677154343,195.12294221311902,-30,0,-30,0,3,3,0.6123485936448805
2.4449243255986772,2.612514117152771,169.3483775495817,-15,0,-25,0,1,2,1.8419354621112647
1.7646948147028079,3.554212655353219,134.96485636642115,-15,0,-15,0,4,4,2.8918074439990247
3.6820508098399434,5.142084173866503,239.22024349773835,-30,0,-25,0,4,3,0.8621610836263196
3.810697676875875,8.436623894680613,292.65688627899135,-25,0,-15,0,2,3,2.9944929604508173
4.357651366129706,9.23942470673869,162.9795689358433,-30,0,-30,0,4,4,1.322197528874885
1.9680658558145758,3.9023597312766105,267.19528803647916,-15,0,-30,0,2,1,1.3133899282256445
1.828991999865477,6.1537088482916555,218.89839680491076,-30,0,-20,0,3,3,0.973174267550803
4.06500384315826,6.615397630550229,112.81511564853098,-15,0,-30,0,3,4,1.3656774058304737
3.42351046314117,2.605426797041872,266.6894513476832,-15,0,-20,0,3,4,1.606857563434034
4.573219549710573,9.802504174441951,216.07536298977544,-20,0,-25,0,3,2,0.8944354777296708
4.750028197403409,6.4225309481747335,186.11543280752784,-25,0,-15,0,2,3,2.0843847451654147
2.431470526978564,6.732353346793486,262.5024547614818,-25,0,-25,0,3,4,1.7420607720476375
2.0391606981128065,2.497904786920407,281.7387881450518,-20,0,-25,0,4,3,0.9599378625605691
2.7959251485851677,8.094715909559811,238.81626200604373,-15,0,-15,0,2,3,1.295614392878385
1.186676242286154,5.9507615028081595,212.98949300409583,-20,0,-30,0,2,3,1.188928977779926
4.4872507970458955,6.579439752879295,242.63766630814558,-15,0,-15,0,1,2,2.180989886634275
3.5066141723612776,3.3964570362217015,105.450023879913,-15,0,-20,0,4,3,0.6698936256610211
1.2110661526575006,6.330341337739756,114.42631034510462,-15,0,-30,0,4,3,1.1329245650466309
3.7492520722874416,9.67650242064834,238.20407684350295,-15,0,-25,0,4,4,3.40469805144947
3.0080757787600128,6.876150028696484,230.8327394140508,-15,0,-15,0,4,4,0.9425109675442975
1.901764947781293,1.2753235948499768,193.79338303626056,-30,0,-30,0,3,4,1.107897484605637
4.177602306410378,1.8011470644523317,256.4517690350343,-25,0,-25,0,4,4,1.2719991899803307
2.475723199147054,3.2456312511295464,196.8004782393096,-15,0,-25,0,4,4,1.193484409739934
1.2571286833434572,7.406286403864449,268.93487742908144,-25,0,-15,0,2,1,1.328752536471195
2.447074905105875,7.954464833575905,157.90841462399496,-20,0,-25,0,3,4,2.712563470988392
2.5278491012493305,9.97576924003419,214.22780735850887,-25,0,-20,0,1,3,1.7605430509016493
1.50239068479809,1.6152829875422245,271.61285165446816,-25,0,-25,0,4,4,1.0044947569739124
1.7287498373255774,5.347334490634138,119.95658372022035,-25,0,-20,0,1,2,1.7976082069219468
1.7883795989812996,1.8330364953051694,258.1768464189623,-20,0,-25,0,1,4,4.034719020918834
4.449552914205226,5.414655886248652,246.7100955339293,-25,0,-25,0,2,2,0.797466670727873
1.1596731651346217,6.319178693939281,166.45210748088908,-20,0,-30,0,1,2,2.0643885519981198
1.7466965748062244,4.332870899931066,123.13689930693161,-15,0,-15,0,3,2,1.3659372097744582
3.7856713989608557,4.9891142529840495,203.07327177218193,-30,0,-15,0,1,0,1.3052514433213913
2.021999002187798,6.944320087846529,126.49607487259571,-15,0,-30,0,2,2,0.7538685001494354
3.613617076503632,6.305667290491095,211.63688571069753,-15,0,-15,0,2,3,2.5128610341515585
